npe,lnpe,top2disparity,inter_sample,answer_total,answer_aleatoric,answer_epistemic,correctness_total,correctness_aleatoric,correctness_epistemic,verb_confidence,verb_predict_acc,correct_ratio
78.03517732952146,0.4908434007615239,-5.874329994177108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.38,0.0
35.02544275685229,0.36314503844522233,-6.99253184190911,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.82,0.18,0.0
58.12123875474328,0.36540861959080656,-7.8651600566612725,0.5453568074708582,1.2219722613363317,1.004958666248076,0.21701359508825568,0.4689955935892812,0.3825703566728012,0.08642523691648002,0.7,0.32,0.1
46.038276622973406,0.28604785079224515,-7.301557444806735,0.5422234648909661,0.9284696990362244,0.6992195366920171,0.22925016234420736,0.7950402793845223,0.608633036432401,0.1864072429521213,0.86,0.34,0.24
80.81889869647605,0.4543213050333312,-5.963194022823549,1.0,0.3825426691977455,0.2781847376953287,0.10435793150241679,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.76,0.26,0.02
86.52378652079429,0.4700959228354609,-6.204059505676899,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.88,0.12,0.0
96.60694280534909,0.44697485021508243,-5.7959676748064615,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.88,0.12,0.0
26.75354546377602,0.29632671266453264,-7.345293329836307,1.0,0.24229218908241482,0.14438561897747246,0.09790657010494236,0.0,0.0,0.0,0.86,0.14,0.0
44.50911098182729,0.36378945379599936,-5.955421548979953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0
55.98846868172057,0.40664949054410826,-6.673613038108582,1.0,0.4689955935892812,0.36385641728185103,0.1051391763074302,0.0,0.0,0.0,0.46,0.54,0.0
70.42868886951287,0.3554594377085495,-8.460138463975762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0
41.748811386358284,0.43061009685419305,-6.99083123071002,1.0,0.5293608652873643,0.4144429175414673,0.11491794774589698,0.0,0.0,0.0,0.68,0.32,0.0
33.35166112684905,0.4428132976657423,-5.547794733912363,0.5776654471561387,0.6343095546405659,0.3762581798461385,0.2580513747944274,0.6343095546405659,0.3762581798461385,0.2580513747944274,0.9,0.26,0.16
34.64261347473188,0.4127399658540464,-6.105816364473326,0.3244919724050221,1.3372823580977733,0.5467064785832108,0.7905758795145625,0.7219280948873623,0.35251635969227707,0.36941173519508524,0.72,0.36,0.2
71.61255244711883,0.449047566929715,-6.198079501597624,1.0,0.8176338568998314,0.6339137158458458,0.1837201410539856,0.5842388116428558,0.44631547841013325,0.1379233332327226,0.74,0.24,0.14
71.09060607972569,0.573442611727624,-4.3111744266078915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0
51.61893953864199,0.43232199068553173,-6.619001441726718,1.0,1.02937733018856,0.8200564162913455,0.20932091389721452,0.3274449191544765,0.2381847376953287,0.0892601814591478,0.66,0.4,0.06
53.073238053276135,0.30954675407952215,-7.524627793666685,1.0,0.6395563653739029,0.5095406675847366,0.13001569778916633,0.40217919020227294,0.33198385641318495,0.07019533378908799,0.64,0.36,0.08
52.606884563760225,0.4056390741964238,-5.935317164509489,0.42123215120907076,1.085509377301051,0.5669559756502736,0.5185534016507773,0.9709505944546686,0.4763694753906574,0.4945811190640112,0.9,0.58,0.6
48.18521935168207,0.47229274655520237,-5.747631410222438,1.0,0.28229218908241477,0.1875982374357125,0.09469395164670227,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.86,0.12,0.02
59.124159399731596,0.5329725325194147,-5.143788296268081,1.0,0.7050756912421843,0.5082420362593234,0.19683365498286087,0.4689955935892812,0.320643798823611,0.14835179476567023,0.56,0.5,0.1
72.451988651531,0.39598712233578104,-6.454340454277608,1.0,0.4689955935892812,0.38257035667280115,0.08642523691648007,0.0,0.0,0.0,0.72,0.28,0.0
65.74999929962553,0.33741623552962025,-7.212260161505659,0.5518592100866959,1.2495490535693046,0.8811460945412074,0.36840295902809717,0.4689955935892812,0.42578297513104124,0.04321261845823998,0.76,0.3,0.1
43.93022865604593,0.3125715597163827,-8.07782742676569,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.94,0.06,0.0
43.290708817702246,0.2707755057973849,-9.449664419700543,1.0,0.9510456605801274,0.7343047160189233,0.21674094456120407,0.7219280948873623,0.5467064785832108,0.17522161630415156,0.8,0.24,0.2
23.965066097624877,0.24817029071151256,-8.925918849151923,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.88,0.12,0.0
62.10052480596368,0.5658561335951222,-4.752867195933783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0
83.29759729745227,0.5225961085832727,-5.130150745387042,0.6477949235128133,0.5293608652873643,0.29379911871785624,0.235561746569508,0.0,0.0,0.0,0.9,0.1,0.0
50.877487153885546,0.3430729371602912,-6.516799189338429,1.0,1.220765268376813,1.1954777165381558,0.025287551838657274,0.5842388116428558,0.5701685941085137,0.014070217534342122,0.78,0.36,0.14
58.64428934113157,0.3542522740398969,-6.790126791585581,0.42152145641730704,1.3686749682993518,0.8469559756502736,0.5217189926490782,0.9953784388202257,0.5767604755637349,0.4186179632564908,0.84,0.5,0.46
40.316495935327865,0.40260122045591684,-6.180516141902425,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.0,0.0,0.0,0.9,0.1,0.0
