npe,lnpe,top2disparity,inter_sample,answer_total,answer_aleatoric,answer_epistemic,correctness_total,correctness_aleatoric,correctness_epistemic,verb_confidence,verb_predict_acc,correct_ratio
6.586842869257128,0.10563965555583424,-7.341873829545875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.239645884920101,0.2085741097850835,-4.54663151954676,1.0,0.6343095546405659,0.46424741745492853,0.1700621371856374,0.0,0.0,0.0,1.0,0.0,0.0
6.255650494503667,0.13111093783001448,-5.6936331386979155,0.5961288259723868,0.9461447090189016,0.5095406675847366,0.436604041434165,0.7601675029619656,0.38257035667280115,0.3775971462891644,1.0,0.78,0.78
6.285086880786212,0.0980064365120577,-7.850384276670134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.9812502538640446,0.06696775698234045,-8.889081576169643,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.1414405425418205,0.09379911871785625,0.04764142382396426,1.0,0.98,0.98
7.68093297750229,0.10717178871244501,-7.3985872668282795,1.0,0.5842388116428558,0.4755874750445025,0.10865133659835335,0.5842388116428558,0.4755874750445025,0.10865133659835335,1.0,0.86,0.86
2.1956936472670194,0.04557587810641798,-7.759896203044565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.348944536433258,0.09128950873309842,-6.832273192727713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.733314609740312,0.14293394294646933,-5.786630160324282,0.6126931365169024,0.7601675029619656,0.2381847376953287,0.5219827652666369,0.7601675029619656,0.2381847376953287,0.5219827652666369,1.0,0.22,0.22
6.877980408616524,0.169966247029124,-4.81598315097483,0.5999984902622391,1.2764898465756174,1.0755325957913293,0.20095725078428806,0.9248187049730301,0.7848912162785394,0.13992748869449068,1.0,0.34,0.34
1.5752202249530627,0.0479796412087177,-8.213204517770405,1.0,0.40217919020227294,0.33198385641318495,0.07019533378908799,0.40217919020227294,0.33198385641318495,0.07019533378908799,1.0,0.08,0.08
16.922386441274373,0.18515901374763719,-5.0418172328227975,1.0,0.3825426691977455,0.2813973561535687,0.10114531304417679,0.1414405425418205,0.09379911871785625,0.04764142382396426,1.0,0.02,0.02
4.328791259381588,0.0942125846696006,-6.750755644911179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.715909795185759,0.1460083598487484,-5.963967337438615,0.6000121245333737,0.9709505944546686,0.9467064785832108,0.024244115871457805,0.0,0.0,0.0,1.0,0.0,0.0
10.61352816622948,0.18933818476546982,-5.200160642942951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.862153404028747,0.1571891456870224,-5.751916919573295,0.6062218488327434,0.9043814577244937,0.41444291754146717,0.48993854018302657,0.9043814577244937,0.41444291754146717,0.48993854018302657,1.0,0.68,0.68
5.818298596358544,0.14746127613128054,-7.4843209352252895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.727782422948465,0.15016329593862873,-6.55072568330878,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.1414405425418205,0.09379911871785625,0.04764142382396426,1.0,0.98,0.98
8.388714752477853,0.1704950483123677,-5.182453534642778,0.39999999999999997,1.368060376049792,1.1015370947142846,0.2665232813355074,0.9709505944546686,0.7856732166246945,0.1852773778299741,1.0,0.6,0.6
7.476143371696939,0.15062117228941443,-6.388719874911157,0.5995800459774441,1.2764898465756174,1.000825845921137,0.2756640006544804,0.9248187049730301,0.7848912162785394,0.13992748869449068,1.0,0.34,0.34
5.325666181219708,0.15917716906988771,-6.179985457307526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.260091803693893,0.15392478518263567,-5.940225431046802,1.0,0.7706635459878961,0.5797361676712753,0.19092737831662077,0.6800770457282799,0.5148339177145447,0.1652431280137352,1.0,0.82,0.82
2.147335320438279,0.069674285767082,-8.039945470968322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.643188952696585,0.12031209480424927,-6.923919688376213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.955878469949411,0.1097269903292746,-5.980832556784791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.9999384865494028,0.07859421748169237,-7.132202178863837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.565399823776971,0.10231461378654125,-7.224690415640697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.7279700794667585,0.12356243425411778,-6.37205775475391,0.4022748208981983,1.2424272282706346,0.4689955935892812,0.7734316346813533,0.9895875212220555,0.375196474871425,0.6143910463506306,1.0,0.56,0.56
9.188108575664506,0.1333419714087281,-6.389663913943343,1.0,0.7219280948873623,0.627346975823351,0.09458111906401134,0.7219280948873623,0.627346975823351,0.09458111906401134,1.0,0.8,0.8
4.809264925975342,0.13741444898814875,-6.3072384295084944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9.458521212158711,0.20199390202702816,-5.266607671337206,1.0,0.1414405425418205,0.09379911871785625,0.04764142382396426,0.1414405425418205,0.09379911871785625,0.04764142382396426,1.0,0.98,0.98
6.541343750097021,0.15293247474198346,-5.678028798419309,1.0,0.8812908992306927,0.841287597647222,0.04000330158347065,0.8812908992306927,0.841287597647222,0.04000330158347065,1.0,0.7,0.7
